nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai,jumlah_paket_realisasi,total_realisasi,persentase_realisasi,status_realisasi
PROVINSI DKI JAKARTA,KELURAHAN SEMANAN - JAKBAR - 7.01.0.00.0.00.03.0028,2026,Penyedia,E-Purchasing,Barang,"Pelaksanaan Rapat Koordinasi RT, RW dan LMK",64670753,APBD,Ya,21320000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JAGAKARSA - 1.02.0.00.0.00.01.0115,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja IoT Vaksin Monitoring  (BLUD) - Epurchasing,64866176,BLUD,Ya,21312000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 2.12.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan Monitoring Pelayanan Adminduk dan Fasilitasi Pelayanan,63868907,APBD,Ya,21312000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT DATA DAN INFORMASI ASET - 5.02.0.00.0.00.02.0009,2026,Penyedia,E-Purchasing,Barang,Pengadaan Peralatan dan Mesin (CCTV),67357796,APBD,Tidak,21300384,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN KEMAYORAN - JAKPUS - 7.01.0.00.0.00.01.0031,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan (Keg Kec Lainnya),62828970,APBD,Ya,21300000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN GAMBIR - JAKPUS - 7.01.0.00.0.00.01.0046,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan Minum Tamu Sub Kegiatan Fasilitasi Kunjungan Tamu Kecamatan Gambir,62746285,APBD,Ya,21300000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PARIWISATA DAN EKONOMI KREATIF - 3.26.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pembentukan Kelembagaan Penyiapan Perayaan 500 Tahun Jakarta (Belanja Makanan dan Minuman Aktivitas Lapangan),66529399,APBD,Ya,21300000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KALIBARU - JAKUT - 7.01.0.00.0.00.02.0037,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Rapat Koordinasi Ketertiban Umum,63051441,APBD,Ya,21300000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN BAMBU APUS - JAKTIM - 7.01.0.00.0.00.05.0017,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makanan dan Minuman Tamu,64074192,APBD,Ya,21300000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN KABUPATEN - KEP. SERIBU - 1.01.0.00.0.00.01.0011,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Asesmen Bagi Peserta Didik Berkebutuhan Khusus di Kepulauan Seribu (Belanja Makanan dan Minuman),64654584,APBD,Ya,21300000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN PULOGADUNG - JAKTIM - 7.01.0.00.0.00.05.0060,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Kegiatan PKK Tingkat Kecamatan Lainnya (LOMBA PKK) - Belanja Alat/Bahan untuk Kegiatan Kantor- Suvenir/Cendera Mata,63111907,APBD,Ya,21294000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA SELATAN - 2.11.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Barang,Pengadaan Prasarana Bahan Cetakan Kegiatan Pendampingan Kalpataru dan Saka Kalpataru,67612508,APBD,Ya,21291200,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PEJAGALAN - JAKUT - 7.01.0.00.0.00.02.0004,2026,Penyedia,E-Purchasing,Barang,Penyediaan sarana dan prasarana PKK ,63866505,APBD,Ya,21286272,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Dekorasi Penerimaan Tamu,65585339,APBD,Ya,21276416,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan pada Invitasi Cabang Olahraga Permainan Mahasiswa Tahun 2026,64729702,APBD,Ya,21269824,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN PENGELOLAAN ASET DAERAH KABUPATEN - KEP. SERIBU - 5.02.0.00.0.00.02.0006,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Belanja Sewa Tempat Peristirahatan Kegiatan Sertifikasi Aset Tanah Milik Pemerintah Provinsi DKI Jakarta,65014745,APBD,Ya,21264000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA SELATAN - 2.11.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan Minum Aktivitas Lapangan dalam Rincian Aktivitas Pembinaan Terhadap Sumber Pencemar Institusi dan Non Institusi,64137762,APBD,Ya,21255000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT PERLINDUNGAN PEREMPUAN DAN ANAK - 2.08.2.14.0.00.01.0010,2026,Penyedia,E-Purchasing,Barang,Belanja Makan Minum Trauma Healing bagi SDM,65242375,APBD,Ya,21248000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN PENGELOLAAN ASET DAERAH KOTA - JAKPUS - 5.02.0.00.0.00.02.0001,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Jasa Pengolahan Air Limbah pada Gedung Yang Dikelola,63954973,APBD,Ya,21242144,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG BESAR UTARA - JAKTIM - 7.01.0.00.0.00.05.0044,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kecelakaan Kerja bagi Non ASN Ketua RT,62914044,APBD,Ya,21240000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 8.01.0.00.0.00.01.0006,2026,Penyedia,Dikecualikan,Jasa Lainnya,Sewa Hotel - Dialog Interaktif Penanganan Konflik Sosial,64883381,APBD,Ya,21240000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Sewa Hotel Pembentukan Rumah Perlindungan Pekerja Perempuan,65230465,APBD,Tidak,21240000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS SAWAH BESAR - 1.02.0.00.0.00.01.0096,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pemeliharaan Rumah Tangga,64684120,BLUD,Ya,21240000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 8.01.0.00.0.00.01.0006,2026,Penyedia,Dikecualikan,Jasa Lainnya,Sewa Hotel - Pelaksanaan BIMTEK FKDM Tingkat Kecamatan dan Kelurahan,64883516,APBD,Ya,21240000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 8.01.0.00.0.00.01.0006,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Sewa Hotel - kegiatan Pelaksanaan Silaturahmi Pemerintah Daerah Dengan Pemuka Agama Dan Organisasi Kemasyarakatan,64872580,APBD,Ya,21240000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PERTAMANAN DAN HUTAN KOTA KOTA ADMINISTRASI JAKARTA SELATAN - 3.28.0.00.0.00.01.0004,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,ANGGARAN SISA PPN						,64206565,APBD,Ya,21235500,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIBUBUR - JAKTIM - 7.01.0.00.0.00.05.0008,2026,Penyedia,E-Purchasing,Barang,Penyediaan peralatan rumah tangga,63258465,APBD,Ya,21233744,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja TV Berlangganan Pengembangan Sistem Pusdalops,67395680,APBD,Ya,21227136,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN TEBET BARAT - JAKSEL - 7.01.0.00.0.00.04.0064,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,0001 Penyediaan jasa pemeliharaan KDO/KDO Khusus - Penyediaan Jasa Pemeliharaan Toyota Hilux,64339426,APBD,Ya,21226307,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN DUREN TIGA - JAKSEL - 7.01.0.00.0.00.04.0037,2026,Penyedia,Penunjukan Langsung,Barang,Penyediaan jasa pemeliharaan KDO/KDO Khusus Toyota Hilux,64311787,APBD,Ya,21226307,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KALISARI - JAKTIM - 7.01.0.00.0.00.05.0003,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Khusus,64082140,APBD,Ya,21226307,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PANCORAN - JAKSEL - 7.01.0.00.0.00.04.0036,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Angkutan Barang,63022996,APBD,Ya,21226307,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PADEMANGAN BARAT - JAKUT - 7.01.0.00.0.00.02.0009,2026,Penyedia,E-Purchasing,Barang,Penyediaan Pakaian kerja PPSU dalam penugasan sebagai Petugas Administrasi/Operator/Keamanan/Kebersihan Kantor,62796959,APBD,Ya,21224636,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Paket Jakarta Dance Vibe - Belanja Makan dan Minum,65522788,APBD,Ya,21194880,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PERTAMANAN DAN HUTAN KOTA - 3.28.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,BPJS Kesehatan Petugas Publikasi Pusat Data dan Informasi,64115767,APBD,Ya,21194784,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKPUS - 2.08.2.14.0.00.01.0001",2026,Penyedia,Dikecualikan,Jasa Lainnya,Iuran Jaminan Kesehatan bagi Non ASN Aktivitas Pengembangan Kewirausahaan Bagi Kader PKK,63879412,APBD,Ya,21194784,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA BARAT - 1.03.0.00.0.00.02.0003,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kesehatan bagi PJLP untuk Kegiatan Kantor - Petugas Informasi dan Teknologi - Call Center 001 - 008,64418585,APBD,Ya,21194784,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKBAR - 2.08.2.14.0.00.01.0003",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kesehatan bagi Non ASN - Tenaga Ahli - Pendamping Kewirausahaan Terpadu,64608037,APBD,Ya,21194784,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA KAWASAN PERKAMPUNGAN BUDAYA BETAWI - 2.22.0.00.0.00.01.0012,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan Rumah Tangga (Bendera),67779927,APBD,Ya,21189504,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN MENTENG ATAS - JAKSEL - 7.01.0.00.0.00.04.0058,2026,Penyedia,E-Purchasing,Barang,Pengadaan Personal Computer,66614499,APBD,Ya,21187712,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN ROA MALAKA - JAKBAR - 7.01.0.00.0.00.03.0055,2026,Penyedia,E-Purchasing,Barang,Pengadaan peralatan dan mesin lainnya (Laptop & Printer),63021730,APBD,Ya,21187712,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN UTAN PANJANG - JAKPUS - 7.01.0.00.0.00.01.0038,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan dan Kelurahan, DAU Pembinaan Kader Jumantik - Makmin Rapat	",62514964,APBD,Ya,21186800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN PULOGADUNG - JAKTIM - 7.01.0.00.0.00.05.0060,2026,Penyedia,E-Purchasing,Barang,"Pemeliharaan sarana dan prasarana pendukung diluar pekerjaan Struktur, Arsitektur dan MEP - Pemeliharaan Alat Pendingin",63429077,APBD,Ya,21179200,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN DUREN SAWIT - JAKTIM - 7.01.0.00.0.00.05.0048,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kematian bagi Non ASN - BPJS Ketenagakerjaan PJLP PPSU,61841719,APBD,Ya,21177828,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CAWANG - JAKTIM - 7.01.0.00.0.00.05.0029,2026,Penyedia,E-Purchasing,Barang,Penyediaan jasa pemeliharaan KDO/KDO Khusus (Hilux) (Pemeliharaan),63742607,APBD,Ya,21169407,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PISANGAN TIMUR - JAKTIM - 7.01.0.00.0.00.05.0061,2026,Penyedia,E-Purchasing,Barang,Pemeliharaan Pick Up,63428140,APBD,Ya,21169407,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG MELAYU - JAKTIM - 7.01.0.00.0.00.05.0031,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pemeliharaan KDO HILUX (Pemeliharaan Pick Up),64681568,APBD,Ya,21169407,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KOJA - JAKUT - 7.01.0.00.0.00.02.0023,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Angkutan Barang (Pemeliharaan KDO Lapangan (HILUX)),61920296,APBD,Ya,21169407,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN RAWA BADAK UTARA - JAKUT - 7.01.0.00.0.00.02.0022,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pemeliharaan KDO Pick Up,67490937,APBD,Ya,21169407,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN TANAH ABANG - JAKPUS - 7.01.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makanan dan Minuman Kegiatan Rapat Koordinasi PKK,62737826,APBD,Ya,21168000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KRAMAT PELA - JAKSEL - 7.01.0.00.0.00.04.0048,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Pembayaran TALI Ruang Interaksi Warga,63296155,APBD,Ya,21157456,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CENGKARENG TIMUR - JAKBAR - 7.01.0.00.0.00.03.0018,2026,Penyedia,E-Purchasing,Barang,Pelatihan Parenting Pola Asuh Anak Kepada Kader Posyandu (Tahap II) TAS,61863772,APBD,Ya,21155680,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CENGKARENG TIMUR - JAKBAR - 7.01.0.00.0.00.03.0018,2026,Penyedia,E-Purchasing,Barang,"Pelatihan Penanganan Kegawatdaruratan Patah Tulang Bagi LMK, RW, Kader (TAHAP I) TAS",61863267,APBD,Ya,21155680,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KRAMAT JATI - 1.02.0.00.0.00.01.0125,2026,Penyedia,Dikecualikan,Barang,Belanja Barang dan Jasa BLUD (Kegiatan Mutu),63864251,BLUD,Ya,21151200,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN KEPEGAWAIAN KOTA ADMINISTRASI JAKARTA TIMUR - 5.03.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan Ibadah Kebaktian - Penyelenggaraan Peribadatan Keagamaan,62741389,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GAMBIR - JAKPUS - 7.01.0.00.0.00.01.0049,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan dan Gema Ramadhan,62824058,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CAKUNG TIMUR - JAKTIM - 7.01.0.00.0.00.05.0074,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan,63199152,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN P.UNTUNG JAWA - KEP. SERIBU - 7.01.0.00.0.00.06.0006,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peringatan Kegiatan Keagamaan Hari Hari Besar Islam,62232803,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG CEMPEDAK - JAKTIM - 7.01.0.00.0.00.05.0041,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Pelaksanaan Hari-Hari Besar Keagamaan ( Pelaksanaan Bina Mental Spritual ),62976432,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU UTARA - 1.02.0.00.0.00.01.0132,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Pengelolaan Pelayanan Kesehatan Tradisional, Akupuntur, Asuhan Mandiri, dan Tradisional Lainnya",63902674,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PONDOK RANGGON - JAKTIM - 7.01.0.00.0.00.05.0021,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan,63174962,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SATUAN POLISI PAMONG PRAJA - 1.05.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makan dan Minuman Aktivitas Lapangan-Makmin Giat Hibrek Pagi-Aktivitas Pengawasan dan pengendalian tempat usaha hiburan dan rekreasi,62508850,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG MUARA - JAKTIM - 7.01.0.00.0.00.05.0042,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Hari-Hari Besar Keagamaan,65471799,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SATUAN POLISI PAMONG PRAJA - 1.05.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makan dan Minuman Aktivitas Lapangan-Makmin Giat Industri-Aktivitas Pengawasan dan pengendalian tempat usaha industri,62509701,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SATUAN POLISI PAMONG PRAJA - 1.05.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan-Makmin giat noni-Pengawasan dan pengendalian tempat usaha non industri,62511077,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PEKAYON - JAKTIM - 7.01.0.00.0.00.05.0002,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan ( Makanan dan Minuman  ),63140401,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPAYUNG - JAKTIM - 7.01.0.00.0.00.05.0014,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan),63677888,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN BIDARA CINA - JAKTIM - 7.01.0.00.0.00.05.0038,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan,64970251,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU SELATAN - 1.02.0.00.0.00.01.0133,2026,Penyedia,E-Purchasing,Barang,Penyuluhan Kesehatan Gigi dan Mulut,63288295,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KELAPA DUA WETAN - JAKTIM - 7.01.0.00.0.00.05.0010,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Hari-Hari Besar Keagamaan (Makan dan Minum),62771908,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CEMPAKA PUTIH BARAT - JAKPUS - 7.01.0.00.0.00.01.0025,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan Hari-Hari Besar Keagamaan Tingkat Kelurahan,63174935,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KALISARI - JAKTIM - 7.01.0.00.0.00.05.0003,2026,Penyedia,E-Purchasing,Barang,Peningkatan Penyelenggaraan Pemerintahan Kecamatan dan Kelurahan,63859464,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIJANTUNG - JAKTIM - 7.01.0.00.0.00.05.0005,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makan dan Minum Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan TA 2026 @Pelaksanaan Bina Mental Spritual,63331126,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KEDOYA UTARA - JAKBAR - 7.01.0.00.0.00.03.0006,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan,64109541,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN TENGAH - JAKTIM - 7.01.0.00.0.00.05.0023,2026,Penyedia,E-Purchasing,Barang,Belanja Penyediaan Makan Perayaan Hari Besar Keagamaan,62804521,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN BARU - JAKTIM - 7.01.0.00.0.00.05.0004,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Pelaksanaan Hari-Hari Besar Keagamaan,63525740,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyuluhan Kesehatan pada anak sekolah,67050575,APBD,Ya,21150000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN BUNGUR - JAKPUS - 7.01.0.00.0.00.01.0021,2026,Penyedia,E-Purchasing,Barang,7.02.01.1.06.0004.002 Penyediaan Makanan dan Minuman Pegawai,64259424,APBD,Ya,21148512,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tes Psikologi bagi dewasa,65325110,APBD,Ya,21145600,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH JATI PADANG - 1.02.0.00.0.00.01.0085,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Barang dan Jasa BLUD (Belanja Pemeliharaan Alat Besar-Alat Bantu-Feeder) Encorder dan Proximity Switch,67516318,BLUD,Ya,21142725,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH JATI PADANG - 1.02.0.00.0.00.01.0085,2026,Penyedia,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (Belanja Suku Cadang-Suku Cadang Alat Kedokteran - Barang Medis Habis Pakai),63416339,BLUD,Ya,21141326,0.0,0.0,0.0,BELUM TEREALISASI
