nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai
PROVINSI DKI JAKARTA,KELURAHAN CIKOKO - JAKSEL - 7.01.0.00.0.00.04.0041,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS Ketenagakerjaan RT,63959380,APBD,Ya,8467200
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 1.03.0.00.0.00.02.0006,2026,Penyedia,E-Purchasing,Jasa Lainnya,Jasa Pengiriman dan Pengemasan Material SPALD,67097085,APBD,Ya,216282000
PROVINSI DKI JAKARTA,SUKU DINAS PERTAMANAN DAN HUTAN KOTA KOTA ADMINISTRASI JAKARTA BARAT - 3.28.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Barang,Pengadaan Alat Listrik,64040402,APBD,Ya,505447824
PROVINSI DKI JAKARTA,KELURAHAN SUKAPURA - JAKUT - 7.01.0.00.0.00.02.0031,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan Rumah Tangga dan Perlengkapan Kebersihan Kantor,62057795,APBD,Ya,130313344
PROVINSI DKI JAKARTA,"SUKU DINAS  PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH KOTA - JAKTIM - 3.31.3.30.2.17.01.0005",2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Jasa Pendamping Kewirausahaan IKM di Wilayah Jakarta Timur - PPPK Paruh Waktu - Belanja Iuran Jaminan Kecelakaan Kerja bagi Non ASN - Belanja Iuran Jaminan Kematian bagi Non ASN,64705479,APBD,Ya,1788360
PROVINSI DKI JAKARTA,PUSKESMAS TEBET - 1.02.0.00.0.00.01.0120,2026,Penyedia,E-Purchasing,Barang,Belanja Snack Rapat Sosialisasi Kelompok Peduli Gizi (KPG Balita Stunting) (APBD) Puskesmas Tebet TA 2026,63202323,APBD,Ya,900000
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PESANGGRAHAN - 1.02.0.00.0.00.01.0076,2026,Penyedia,Pengadaan Langsung,Barang,"Belanja Barang Jasa BLUD (ART, Alat Listrik, Pengisian Tabung Gas)",63869527,BLUD,Ya,261000000
PROVINSI DKI JAKARTA,SUKU DINAS BINA MARGA KOTA - JAKSEL - 1.03.0.00.0.00.01.0004,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,"Pembangunan/Peningkatan Trotoar dan Bangunan Pelengkap Jalan di Kota Administrasi Jakarta Selatan (Jasa Konsultansi Pengawasan - Trotoar Jl. Bintaro Utama 1 Sisi Utara, Sisi Selatan dan Jl. Taman Bintaro Barat Sisi Selatan)",67286964,APBD,Ya,96459000
PROVINSI DKI JAKARTA,DINAS PERHUBUNGAN - 2.15.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Petugas Keamanan,61902039,APBD,Ya,1473315753
PROVINSI DKI JAKARTA,PUSAT PELATIHAN KERJA DAERAH - JAKUT - 2.07.3.32.3.29.01.0008,2026,Swakelola,-,-,Belanja Jasa Pengangkutan Sampah Kantor,41613620,APBD,-,24000000
PROVINSI DKI JAKARTA,DINAS PERPUSTAKAAN DAN KEARSIPAN - 2.23.2.24.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pengadaan Tripod Camera,63478185,APBD,Ya,14567056
PROVINSI DKI JAKARTA,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pengadan Dust Bin,67412493,APBD,Ya,1439181744
PROVINSI DKI JAKARTA,PUSKESMAS KEBON JERUK - 1.02.0.00.0.00.01.0104,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan Minum Rapat BLUD,64748140,BLUD,Ya,199150000
PROVINSI DKI JAKARTA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan KDO Daihatsu Granmax,67691963,APBD,Ya,32932648
PROVINSI DKI JAKARTA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Jasa Penyelenggaraan Acara (Peningkatan Integritas dan Pencegahan Korupsi),63600092,APBD,Ya,871019536
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Perencanaan DED Pembangunan Jembatan Akses Penghubung Warga ,66972501,APBD,Ya,100000000
PROVINSI DKI JAKARTA,PUSAT PENDIDIKAN DAN PELATIHAN PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN - 1.05.0.00.0.00.02.0007,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Jasa Listrik,65112393,APBD,Ya,1058659800
PROVINSI DKI JAKARTA,KELURAHAN KELAPA GADING TIMUR - JAKUT - 7.01.0.00.0.00.02.0027,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM KDO/KDO Khusus,63362648,APBD,Ya,125060800
PROVINSI DKI JAKARTA,"SUKU DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN KOTA ADMINISTRASI JAKARTA TIMUR - 2.09.3.25.3.27.01.0005",2026,Penyedia,E-Purchasing,Barang," Penyediaan konsumsi Pelatihan Diversifikasi Olahan Hasil Pertanian",63734691,APBD,Ya,12220000
PROVINSI DKI JAKARTA,PUSAT PELATIHAN KERJA PENGEMBANGAN INDUSTRI - 2.07.3.32.3.29.01.0013,2026,Penyedia,E-Purchasing,Barang,Penyediaan Sarana Pelatihan Kejuruan Las,64705836,APBD,Ya,387728992
PROVINSI DKI JAKARTA,KELURAHAN BANGKA - JAKSEL - 7.01.0.00.0.00.04.0034,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum Rembuk RW,62982192,APBD,Ya,4050000
PROVINSI DKI JAKARTA,"UNIT PENGELOLA PENGUJIAN, INSPEKSI DAN SERTIFIKASI PRODUK PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH - 3.31.3.30.2.17.01.0013",2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Cutting Mill,67436569,APBD,Ya,11200000
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG BESAR UTARA - JAKTIM - 7.01.0.00.0.00.05.0044,2026,Penyedia,E-Purchasing,Barang,Penyediaan bahan kerja PPSU untuk penanganan prasarana dan sarana umum tingkat kelurahan melalui Dana Alokasi Umum (DAU),62947227,APBD,Ya,99992480
PROVINSI DKI JAKARTA,PUSKESMAS TAMBORA - 1.02.0.00.0.00.01.0110,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Peralatan dan Perlengkapan Kantor Modal PL,64266612,BLUD,Ya,24062984
PROVINSI DKI JAKARTA,KELURAHAN KAPUK - JAKBAR - 7.01.0.00.0.00.03.0019,2026,Penyedia,E-Purchasing,Barang,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,64165028,APBD,Ya,6774656
PROVINSI DKI JAKARTA,KELURAHAN SERDANG - JAKPUS - 7.01.0.00.0.00.01.0035,2026,Penyedia,Penunjukan Langsung,Barang,Penyediaan BBM Peralatan Kerja PPSU,63900562,APBD,Ya,3282720
PROVINSI DKI JAKARTA,KELURAHAN PULOGADUNG - JAKTIM - 7.01.0.00.0.00.05.0064,2026,Penyedia,E-Purchasing,Jasa Lainnya,Konsumsi kegiatan PKK tingkat kelurahan lainnya melalui Dana Alokasi Umum (DAU),63508205,APBD,Ya,32500000
PROVINSI DKI JAKARTA,SUKU DINAS PERHUBUNGAN KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 2.15.0.00.0.00.01.0014,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Petugas Kebersihan Dalam Gedung (PJLP),61928354,APBD,Ya,280631572
PROVINSI DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN - 7.01.0.00.0.00.04.0000,2026,Swakelola,-,-,Belanja Perjalanan Dinas Dalam Kota Belanja Penyediaan Jasa Pengurusan Perkara Hukum,42023040,APBD,-,72000000
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA SELATAN - 1.03.0.00.0.00.02.0004,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Konsultan Pengawasan Pemeliharaan Saluran PHB Sarua,64537208,APBD,Ya,199000000
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKUT - 2.19.0.00.0.00.01.0002,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,"Perbaikan Lapangan Olahraga Bulutangkis Jl. Agung Utara 5D, RW.08, Kelurahan Sunter Agung, Kecamatan Tanjung Priok",62892744,APBD,Ya,100193878
PROVINSI DKI JAKARTA,KELURAHAN RAGUNAN - JAKSEL - 7.01.0.00.0.00.04.0017,2026,Penyedia,E-Purchasing,Barang,Penyediaan PMT Balita,63447429,APBD,Ya,204000000
PROVINSI DKI JAKARTA,KELURAHAN PASAR BARU - JAKPUS - 7.01.0.00.0.00.01.0041,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Penyediaan jasa perizinan KDO/KDO khusus,63665116,APBD,Ya,8039000
PROVINSI DKI JAKARTA,KECAMATAN GAMBIR - JAKPUS - 7.01.0.00.0.00.01.0046,2026,Swakelola,-,-,Honor Narasumber Rembuk Stunting Tingkat Kecamatan Gambir Sub Kegiatan Penyelenggaraan Lembaga Kemasyarakatan,41750738,APBD,-,1400000
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKPUS - 2.08.2.14.0.00.01.0001",2026,Penyedia,E-Purchasing,Barang,Belanja Cetak Spanduk Aktivitas Temu Inovator dan Gelar Produk Hasil Binaan TTG,63900076,APBD,Ya,652512
PROVINSI DKI JAKARTA,PUSKESMAS CAKUNG - 1.02.0.00.0.00.01.0131,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Konsumsi Peningkatan Wawasan Kader Kesehatan Tentang Malaria,64483107,APBD,Ya,5200000
PROVINSI DKI JAKARTA,PUSKESMAS KALIDERES - 1.02.0.00.0.00.01.0107,2026,Swakelola,-,-,PENGADAAN JASA ANALISA LABORATORIUM PEMERIKSAAN TSH NEONATUS/SHK,41879989,APBD,-,321790000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAKARTA SMART CITY - 2.16.2.20.0.00.01.0007,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi," Pengadaan Tenaga Ahli Social Media Specialist Komunikasi dan Pemasaran Maret - Desember 2 #2 ",65710808,APBD,Ya,75075000
PROVINSI DKI JAKARTA,KELURAHAN KARET TENGSIN - JAKPUS - 7.01.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Barang,Pemeliharaan Sarana dan Prasarana Ruang Interaksi Warga/RPTRA,63650854,APBD,Ya,29877344
PROVINSI DKI JAKARTA,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Juri Perlombaan/Pertandingan pada Invitasi Cabang Olahraga Boling Pelajar Provinsi DKI Jakarta Tahun 2026,42008323,APBD,-,87500000
PROVINSI DKI JAKARTA,KELURAHAN GANDARIA UTARA - JAKSEL - 7.01.0.00.0.00.04.0043,2026,Swakelola,-,-,Pembayaran Honorarium TNI/POLRI,41933997,APBD,-,36000000
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Penyusunan Regulasi PTSP Paket 1,61953974,APBD,Ya,80850000
PROVINSI DKI JAKARTA,KELURAHAN PONDOK RANGGON - JAKTIM - 7.01.0.00.0.00.05.0021,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tulis Kantor Ruang Interaksi Warga/RPTRA,63209520,APBD,Ya,13914880
PROVINSI DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR - 7.01.0.00.0.00.05.0000,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makanan dan Minuman Pegawai (Logistik Rumah Dinas),63305867,APBD,Ya,79121280
PROVINSI DKI JAKARTA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan Meta Ads Facebook/instagram Promosi Eliminasi Hepatitis dengan Skrining dan Pengobatan",64420700,APBD,Ya,41395200
PROVINSI DKI JAKARTA,KELURAHAN HALIM PERDANA KUSUMA - JAKTIM - 7.01.0.00.0.00.05.0032,2026,Penyedia,E-Purchasing,Barang,Penyediaan logistik rumah tangga Pengisian tabung gas,63739688,APBD,Ya,2634240
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42398463,APBD,-,58800000
PROVINSI DKI JAKARTA,PUSKESMAS JOHAR BARU - 1.02.0.00.0.00.01.0094,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Sosialisasi Kanker Serviks dan Deteksi Dini Kanker Serviks),63602751,APBD,Ya,14400000
PROVINSI DKI JAKARTA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",2026,Penyedia,Seleksi,Jasa Konsultansi,Pemuktahiran Data Kewajiban Paket 7,64743040,APBD,Ya,101200000
PROVINSI DKI JAKARTA,SEKOLAH MENENGAH KEJURUAN NEGERI 57 JAKARTA - 1.01.0.00.0.00.01.0023,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Narasumber KBM,63955704,APBD,Ya,222600000
PROVINSI DKI JAKARTA,KELURAHAN RAWA TERATE - JAKTIM - 7.01.0.00.0.00.05.0070,2026,Penyedia,E-Purchasing,Barang,Pemeliharaan Gedung Kantor atau Bangunan Lainnya (Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya),65768240,APBD,Ya,70638400
PROVINSI DKI JAKARTA,KELURAHAN KEBON MELATI - JAKPUS - 7.01.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum 1 x 24 Jam,63023544,APBD,Ya,13388000
PROVINSI DKI JAKARTA,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,2026,Swakelola,-,-,Honorarium Narasumber Pengawasan Arsip Dinamis Kewenangan Kabupaten Administrasi,42081850,APBD,-,8400000
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PASAR REBO - 1.02.0.00.0.00.01.0060,2026,Penyedia,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (Belanja Bahan-Bahan Lainnya - Bahan Medis Habis Pakai)(pagu),63703946,BLUD,Ya,8449779785
PROVINSI DKI JAKARTA,PUSKESMAS CENGKARENG - 1.02.0.00.0.00.01.0106,2026,Penyedia,E-Purchasing,Barang,Makan / Minum Rapat Kegiatan Senam Lansia,64083720,BLUD,Ya,13680000
PROVINSI DKI JAKARTA,PUSKESMAS CEMPAKA PUTIH - 1.02.0.00.0.00.01.0093,2026,Penyedia,Dikecualikan,Jasa Lainnya,Telepon ,63449543,BLUD,Ya,9840000
PROVINSI DKI JAKARTA,PUSKESMAS CAKUNG - 1.02.0.00.0.00.01.0131,2026,Swakelola,-,-,Honorarium Narasumber Webinar dalam rangka TB day,42361416,APBD,-,1400000
PROVINSI DKI JAKARTA,KELURAHAN JATIPADANG - JAKSEL - 7.01.0.00.0.00.04.0016,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Jasa Peralatan dan Perlengkapan Kantor (Penyediaan sewa mesin fotokopi),64155269,APBD,Ya,59290759
PROVINSI DKI JAKARTA,KELURAHAN KEMAYORAN - JAKPUS - 7.01.0.00.0.00.01.0037,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Pembayaran TALI Ruang Interaksi Warga/RPTRA,61804407,APBD,Ya,10608000
PROVINSI DKI JAKARTA,PUSKESMAS GROGOL PETAMBURAN - 1.02.0.00.0.00.01.0108,2026,Penyedia,E-Purchasing,Barang,Home Service untuk Lansia Jakarta Strip Urine,62772244,APBD,Ya,7718911
PROVINSI DKI JAKARTA,KELURAHAN KEBON MANGGIS - JAKTIM - 7.01.0.00.0.00.05.0059,2026,Penyedia,E-Purchasing,Barang,Belanja Pakaian Siaga (Penyampaian Materi Sekolah Lansia Online PINTAR Tahun 2026),63449002,APBD,Ya,3696560
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KOTA ADMINISTRASI JAKARTA UTARA - 8.01.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Penyediaan Topi Seleksi Tingkat Kota,66579344,APBD,Ya,26846400
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKPUS - 2.19.0.00.0.00.01.0001,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,"Perbaikan Lapangan Olahraga Bulutangkis di RT.005 RW.05 Kel.Pegangsaan, Kec.Menteng",67283548,APBD,Ya,98827598
PROVINSI DKI JAKARTA,KECAMATAN MATRAMAN - JAKTIM - 7.01.0.00.0.00.05.0053,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,"    PEMBAYARAN GAJI PJLP KEAMANAN",61956476,APBD,Ya,210473679
PROVINSI DKI JAKARTA,KELURAHAN RAWAJATI - JAKSEL - 7.01.0.00.0.00.04.0039,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makanan dan Minuman untuk Kegiatan Pemberdayaan Masyarakat di Kecamatan/Kelurahan,63307375,APBD,Ya,148000000
PROVINSI DKI JAKARTA,PUSAT KRISIS DAN KEGAWATDARURATAN KESEHATAN DAERAH - 1.02.0.00.0.00.01.0088,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeiliharaan perbaikan gedung/kantor,63996809,BLUD,Ya,903029500
PROVINSI DKI JAKARTA,UNIT PENGELOLA TAMAN MARGASATWA RAGUNAN - 3.28.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Pengadaan sparepart jaringan IT dan kelengkapannya,64269768,BLUD,Ya,100000000
PROVINSI DKI JAKARTA,KELURAHAN PETUKANGAN UTARA - JAKSEL - 7.01.0.00.0.00.04.0011,2026,Penyedia,E-Purchasing,Barang,Pengadaan Meubelair Kantor dan Rumah Dinas (Kursi Rapat),67783307,APBD,Ya,61353600
PROVINSI DKI JAKARTA,KELURAHAN P.UNTUNG JAWA - KEP. SERIBU - 7.01.0.00.0.00.06.0006,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Peningkatan Kapasitas Lembaga Kemasyarakatan Tingkat Kelurahan - Konsumsi,63149347,APBD,Ya,19500000
PROVINSI DKI JAKARTA,KELURAHAN PEJAGALAN - JAKUT - 7.01.0.00.0.00.02.0004,2026,Penyedia,E-Purchasing,Barang,Penyediaan logistik rumah tangga,64083461,APBD,Ya,5593840
PROVINSI DKI JAKARTA,KELURAHAN TANJUNG PRIOK - JAKUT - 7.01.0.00.0.00.02.0018,2026,Penyedia,E-Purchasing,Barang,Alat Listrik dan Elektronik,67217176,APBD,Ya,39726310
PROVINSI DKI JAKARTA,PUSKESMAS PASAR REBO - 1.02.0.00.0.00.01.0122,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat -- Pengelolaan Pelayanan Kesehatan pada Usia Lanjut (Sosialisasi Pendataan Lansia),64306698,APBD,Ya,13000000
PROVINSI DKI JAKARTA,BADAN PENGELOLAAN ASET DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Penilaian BMD - KJPP 89,66993158,APBD,Ya,22673500
PROVINSI DKI JAKARTA,KELURAHAN GONDANGDIA - JAKPUS - 7.01.0.00.0.00.01.0013,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Listrik,61887776,APBD,Ya,104366400
PROVINSI DKI JAKARTA,KECAMATAN DUREN SAWIT - JAKTIM - 7.01.0.00.0.00.05.0045,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Kegiatan Keagamaan Lainnya Tingkat Kecamatan - Belanja Bahan-Bahan Lainnya untuk Lomba STQ/MTQ,63320353,APBD,Ya,22321600
PROVINSI DKI JAKARTA,KELURAHAN GLODOK - JAKBAR - 7.01.0.00.0.00.03.0063,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS Ketenagakerjaan Ketua RT dan RW,63028369,APBD,Ya,13305600
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan PJLP Supir SIM A – (PKO) Tahap 1,61681161,APBD,Ya,70157893
PROVINSI DKI JAKARTA,"PUSAT DATA DAN INFORMASI PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH - 3.31.3.30.2.17.01.0014",2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Perangkat Lunak - Microsoft 365 Enterprise,66904601,APBD,Ya,32870768
PROVINSI DKI JAKARTA,KELURAHAN SEMANAN - JAKBAR - 7.01.0.00.0.00.03.0028,2026,Penyedia,E-Purchasing,Barang,Penyelenggaraan Lembaga Kemasyarakatan Pembinaan Administrasi PKK,64743628,APBD,Ya,17875000
PROVINSI DKI JAKARTA,KELURAHAN KAMPUNG BALI - JAKPUS - 7.01.0.00.0.00.01.0008,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pembayaran TALI Ruang Interaksi Warga/RPTRA,62771572,APBD,Ya,95904000
PROVINSI DKI JAKARTA,PANTI SOSIAL BINA INSAN BANGUN DAYA 1 - 1.06.0.00.0.00.01.0021,2026,Penyedia,E-Purchasing,Barang,Pengadaan Peralatan dan Mesin Lainnya,65417301,APBD,Ya,25007136
PROVINSI DKI JAKARTA,KELURAHAN LEBAK BULUS - JAKSEL - 7.01.0.00.0.00.04.0071,2026,Swakelola,-,-,Honorarium Fasilitasi Pelaksanaan Kelompok Dasawisma,42501653,APBD,-,4800000
PROVINSI DKI JAKARTA,KELURAHAN KARET TENGSIN - JAKPUS - 7.01.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Barang,PERTIN PKK,63729047,APBD,Ya,9900000
PROVINSI DKI JAKARTA,KELURAHAN SUKABUMI UTARA - JAKBAR - 7.01.0.00.0.00.03.0003,2026,Penyedia,E-Purchasing,Barang,Penyediaan peralatan rumah tangga,63049259,APBD,Ya,21352240
PROVINSI DKI JAKARTA,KELURAHAN KEDOYA SELATAN - JAKBAR - 7.01.0.00.0.00.03.0008,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tulis Kantor Ruang Interaksi Warga/RPTRA,62125430,APBD,Ya,5000016
PROVINSI DKI JAKARTA,PUSAT DATA DAN TEKNOLOGI INFORMASI KESEHATAN DAERAH - 1.02.0.00.0.00.01.0089,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Jasa Audit/Surveillance ISO 27001,63318270,APBD,Ya,47547958
PROVINSI DKI JAKARTA,SUKU DINAS KEBUDAYAAN KOTA - JAKBAR - 2.22.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Barang,Pengadaan Alat Musik,63273978,APBD,Ya,2807523824
PROVINSI DKI JAKARTA,DINAS PARIWISATA DAN EKONOMI KREATIF - 3.26.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Iuran Jaminan Kematian Petugas Tourist Information Center,66528959,APBD,Ya,6131100
PROVINSI DKI JAKARTA,PUSKESMAS GAMBIR - 1.02.0.00.0.00.01.0097,2026,Penyedia,E-Purchasing,Barang,Pengelolaan Pelayanan Kesehatan Kerja dan Olahraga,64799203,BLUD,Ya,8720000
PROVINSI DKI JAKARTA,KELURAHAN JOGLO - JAKBAR - 7.01.0.00.0.00.03.0014,2026,Penyedia,E-Purchasing,Barang,Penyediaan Spanduk Musrenbang Kelurahan,61921319,APBD,Ya,307800
PROVINSI DKI JAKARTA,KELURAHAN BAMBU APUS - JAKTIM - 7.01.0.00.0.00.05.0017,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makanan dan Minuman Tamu,64074192,APBD,Ya,21300000
PROVINSI DKI JAKARTA,KELURAHAN SETU - JAKTIM - 7.01.0.00.0.00.05.0018,2026,Penyedia,E-Purchasing,Barang,Penyediaan peralatan rumah tangga,61874331,APBD,Ya,4977952
PROVINSI DKI JAKARTA,KELURAHAN RAMBUTAN - JAKTIM - 7.01.0.00.0.00.05.0009,2026,Penyedia,Dikecualikan,Barang,"Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",63064969,APBD,Ya,133457484
PROVINSI DKI JAKARTA,PUSAT DATA DAN INFORMASI PERHUBUNGAN - 2.15.0.00.0.00.01.0022,2026,Penyedia,E-Purchasing,Barang,Penyediaan Display Pendukung Command Center,67569166,APBD,Tidak,2209178272
PROVINSI DKI JAKARTA,KELURAHAN ROROTAN - JAKUT - 7.01.0.00.0.00.02.0032,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Tagihan Air Kantor,64298578,APBD,Ya,59388000
PROVINSI DKI JAKARTA,PUSAT RISET DAN INOVASI DAERAH - 5.01.0.00.0.00.01.0007,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia Pengelola Ekosistem Riset dan Inovasi Menuju Kota Global",42754406,APBD,-,235000000
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKPUS - 2.19.0.00.0.00.01.0001,2026,Penyedia,Dikecualikan,Barang,Penyediaan BBM KDO,63252816,APBD,Ya,45730000
PROVINSI DKI JAKARTA,SUKU DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.05.0.00.0.00.02.0005,2026,Penyedia,E-Purchasing,Barang,Penyediaan Seragam Kegiatan,62748589,APBD,Ya,31489920
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN II - 1.04.0.00.0.00.01.0010,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pengawasan - Pekerjaan Pemasangan Teralis,64411665,APBD,Ya,99999844
PROVINSI DKI JAKARTA,KELURAHAN PONDOK KOPI - JAKTIM - 7.01.0.00.0.00.05.0051,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pembayaran Gaji PJLP Ruang Interaksi Warga/RPTRA-BPJS Kesehatan dan BPJS Ketenagakerjaan,65612438,APBD,Ya,52923240
PROVINSI DKI JAKARTA,KELURAHAN KALISARI - JAKTIM - 7.01.0.00.0.00.05.0003,2026,Penyedia,E-Purchasing,Barang,Peningkatan Penyelenggaraan Pemerintahan Kecamatan dan Kelurahan,63926156,APBD,Ya,6121500
PROVINSI DKI JAKARTA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyampaian Surat Panggilan Kepada Wajib Pajak yang mempunyai Tunggakan/Piutang Pajak Daerah di Wilayah Kecamatan Sawah Besar ,66023678,APBD,Ya,46310880
